text,label
Is there a website that will let you look at your driving record?,Politics & Government
"WHEN FOOTBALL IS KICKED FOR EXTRA POINT SCORE AFTER TOUCHDOWN, DO THEY ASSIGN PEOPLE TO CATCH THE BALL WHEN IT",Sports
When did you become a Pagan/Wiccan ???,Business & Finance
What might be the first step to becoming a gospel recording artist other than making a demo?,Entertainment & Music
I need a complete list of laptop (notebook) manufacturers?,Computers & Internet
convert the following please:                 55ft/lbs to n/m & 65ft/lbs to n/m & 75ft/lbs to n/m  thanks?,Science & Mathematics
Recieved EMail from Amazon:  shippment will be delayed?,Business & Finance
Who is Luciano Pavarotti?,Business & Finance
Why do magnets pull toward metal items?,Science & Mathematics
"Why do you ""say cheese"" before a picture?",Society & Culture
what is infrastructure?,Business & Finance
How do you tell someone that you feel something for them?,Family & Relationships
Do you support the idea of a woman president?,Politics & Government
"In a home network (XP), how can I make all adapters run at 100,0 instead of 10,0 MBPS?",Computers & Internet
How to save arrays in MySQL with PHP?,Computers & Internet
is there any site offerign free images/clipart without any copyrights?,Computers & Internet
Are there any web sites that reveal magic secrets of well-known performers such as Copperfield?,Entertainment & Music
HOW DO I SHOT WEB?,Education & Reference
is it okay to skip xmas?,Business & Finance
Is God really exist?,Society & Culture
"how do I pick the right size bicycle for my child (45 inches, 4 years old, needs training wheels)?",Sports
"what is vitrual memory?after about 20 mins, pc pops up with this message vitrual memory low, what can i do?",Computers & Internet
"what do ya'll think, is president bush a good or bad president?",Politics & Government
Where can I get free GRE material?,Education & Reference
"If atoms of a halogen nonmetal gain one electon, the atoms then have ____electrons?",Science & Mathematics
WHat is the two party system in the United States?,Politics & Government
How do I access my account  balance/activity with Wells Fargo?,Business & Finance
How many of you pray to win the lottery?,Business & Finance
who is the funniest arab stand up comedian?,Entertainment & Music
Who can I complain to about how slow the US embassy in Manila is?,Politics & Government
Is Ace Ventura still a classic?,Business & Finance
How do you stopyour mom from watching soap operas?,Entertainment & Music
Is fluoride a compound or just two fluorine atoms?,Science & Mathematics
Do Buddists celebrate anything in December?,Society & Culture
"How far do you guys think the Lakers will get this season, do you think they will make the Playoffs?",Sports
How do I let the Manager of the company knows about my direct supervior who spends the day chatting online?,Society & Culture
How can I find a list of the top-rated people on Yahoo! Answers?,Computers & Internet
what is acid?,Science & Mathematics
how much it costs to rent 1 bed room apartment in chicago and suburb area?,Business & Finance
What is the difference between a savings account and a money market account?,Business & Finance
how many points will USC beat Texas by?,Sports
What are your favorite colors?,Business & Finance
Can i watch English Premiership live on the Internet?,Sports
Mormanism: Cult or Christian?,Society & Culture
How high can a gas filled balloon travel upward?,Business & Finance
How can you truly tell when someone loves you?,Family & Relationships
"If zero degrees Kelvin is the coldest temperature, is there a maximun?",Science & Mathematics
How do I get data from a hard drive that died due to a corrupted partition table?,Computers & Internet
what would you like to see in an economic programme on tv?,Business & Finance
what is the easiest way to learn the capitols of all 50 states?,Business & Finance
how can we find the price of home from the previous owner?,Business & Finance
What is the total mass of the Earth? is it constant or is it increasing?,Science & Mathematics
Who is beautiful - Men or Women ?,Business & Finance
Was Adam Curry responsible for the current limits on Wikipedia?,Computers & Internet
How can i play old DOS games on my Windows XP?,Computers & Internet
What is a really cool christian song...?,Entertainment & Music
where can i buy standard bank balance confirmation letter for auditing purpose?,Business & Finance
What are some Pisces Chacteristics?,Entertainment & Music
best way to invest money...risks doesnt matter for me?,Business & Finance
"in frosty the snowman, who brought frosty back to life.?",Entertainment & Music
Where can I find a list of all US college operating budgets?,Education & Reference
is there an easy way to create a program to catalog books in microsoft access?,Computers & Internet
"Who, as an athlete, has the highest career earnings? (endorsements included)?",Sports
Do objects traveling East to West go any further due to the Earth's rotation?,Science & Mathematics
if lions could talk would we understand them?,Business & Finance
"how can i remove temporary internet files,pop ups,from my computer?",Computers & Internet
Why do objects like egg explode in oven ?,Science & Mathematics
Is it possible for yahoo to introduce ( White board ) as is present in netmeeting and windows messengers .?,Computers & Internet
need to find phone # of friend in edison new jersey?,Business & Finance
May someone send me a link which explains how to use the Javscript Console as a debugging tool? Thanks!?,Computers & Internet
Where can I find info on free work at home jobs?,Business & Finance
how many tirthankar in jainism?,Business & Finance
What is the name of the last surviving veteran of the War of 1812?,Politics & Government
what to do when the network is down in the office?,Society & Culture
What's the best way to IM between two computers with unreliable connections?,Computers & Internet
can iran go to the next level in footbal world?in group 4 .thanke you veri much.?,Sports
Should the US withdraw from Iraq?,Politics & Government
"Who, so far, is the worst president in the history of the United States?",Politics & Government
"Do postal addresses for businesses go from least to more specific, or vice versa?",Society & Culture
Who scored the most points in the NBA?,Sports
"What is meant by the legal term ""withdraw capias""?",Politics & Government
Is there any way to access an RSS feed to my Starred folder in Gmail?,Computers & Internet
What year or years is the cutoff between classic rock and modern rock?,Entertainment & Music
what is gneiss?,Science & Mathematics
"where can i sell a perfectly good 'Dell Inspiron 5150 laptop, and how much for?",Computers & Internet
what does my friend mean when she calls me a child then corrects herself and calls me a kid?,Business & Finance
Need informaton on company known as GTEC? Is it a real company?,Business & Finance
does it make sense constructing a peace centre in Africa?,Politics & Government
What was Joe Frazier's nickname?,Sports
"If you were intereviewing someone for a job, what question would you ask to learn about the persons character?",Business & Finance
is gold a good investment even though it has it a high?,Business & Finance
"While HNO3 is a stronger acid than HCl, it can't be used to dissolved razor blade, why?",Science & Mathematics
why does quantum physics and relativity hate each other?,Science & Mathematics
WHERE CAN I BUY A PITSBURGH STEELER'S WATCH IN OR AROUND AUSTIN TEXAS?,Sports
What is Noble Gas Configuration?,Science & Mathematics
WHERE DO THEY HAVE GOOD SALES THE DAY AFTER CHRISTMAS?,Business & Finance
I'm having constant computer crashes.?,Computers & Internet
Is it true that Stairway To Heaven holds a satanic mesage when played bacwards?,Entertainment & Music
are britney and keving getting divorced?,Entertainment & Music
"What is the full text of CSC Memo Circular No. 19, s. 1999?",Politics & Government
how can you listen to music with out been on the yahoo messenger?,Entertainment & Music
"What's the instrumental song in the ""Kill Bill"" movie trailer?  (The song isn't in the actual movie.)",Entertainment & Music
what's 5 plus 5?,Science & Mathematics
Who is mayor of Houston?,Politics & Government
I have a website. How can I do so yahoo find it when i put some kye words?,Computers & Internet
what is a good wedding gift to give to your new spouce?  She is 12 years younger than me.  Suggestions?,Family & Relationships
What does PRO stand for?,Business & Finance
Should the Pistons trade Ron Artest?,Sports
Should i buy a house in NYC or in New Haven CT.?,Business & Finance
How do you like picking a best answer?,Computers & Internet
Titanic Questions?,Business & Finance
if with in sexual contact with a person with std how many days before symptom appears?,Health
yahoo acoount deactiveated can i ever use my id again?,Computers & Internet
"What is the psychological term or disorder, for people who see imaginary people or animals?",Health
Movie recommendations?,Entertainment & Music
I want o change my last name.  What would be a cool last name?,Family & Relationships
"What happens when you sneeze, burp, fart and hiccup all at the same time?",Health
how me and my husband can live in usa legal?,Politics & Government
what day was march 24 1962?,Business & Finance
How do i gain weigh? what should i eat and do?,Health
I would like to know what the penalty for identity theft in WI is.?,Politics & Government
why do elements of oppisite charges attract?,Science & Mathematics
How many of the people in here actually practice their culture?,Society & Culture
Which of the option below is NOT a feature of the SLT iDC?,Computers & Internet
What investments out there provide at least 25% cash on cash return per year?,Business & Finance
Should I date someone with HIV?,Health
what dose the blotted nitrocellulose membrane contain ?,Science & Mathematics
who is the most popular entertainer in the world?,Entertainment & Music
Who are the only pitchers in MLB history to have at least 200 career wins without a 20 win season?,Sports
how do i find phone books?,Business & Finance
WHY DO SOME FEMALE DEER GROW ANTLERS?,Sports
what are some of the sofwares that could be used instead of AutoCAD are there any other similar?,Computers & Internet
what's the worlds record foot size?,Business & Finance
I am doing a study for bible study and I want to know how do Leviathan and King Triton connected?,Education & Reference
Why is it important to separate current liabilities from long term liabilities?,Education & Reference
what is something to do when your @ home alone and no car?,Entertainment & Music
Why do schools have stupid internet locks.?,Computers & Internet
What is the highest paying job in computers?,Business & Finance
Does the Jewish faith believe Jesus Christ was the messiah?,Society & Culture
Which are the most informative & exhaustive sites on chemistry?,Science & Mathematics
How do you handle someone in an authority position that asks too many questions?,Business & Finance
what is the mass of black holes made of?,Science & Mathematics
in the anime trigun what was the model of midvalley the hornfreek's saxephone?,Entertainment & Music
what should i do if my b/f is cheating on me i dont know it yet but know something is going on and dont want i,Family & Relationships
Is it legal to own a lock picking set in Oregon or Washington?,Politics & Government
What does Cashedge Inc. do?,Business & Finance
NHRA top fuel!!!?,Sports
When does Nintendo Revolution Get released?,Computers & Internet
what is the website clled that help you find out movie when movies come out and what they are called?,Entertainment & Music
"How do I get rid of the EGroup dialer, Instant Access on my computer?  I I think it's in the registry now.",Computers & Internet
"What do you think the saying ""it's all downhill from here"" means?",Education & Reference
Benefit of Sec. 80C of IT Act.?,Business & Finance
"If a sitcom gets shown and nobodys around to watch, is it really funny?",Society & Culture
"where can i get free online daily forex historical data for diff. currencies(data include High,Low,Open,Close)",Business & Finance
What Coaching changes will occur in the offseason?,Sports
Who invented the Biodome?,Science & Mathematics
what dose Kali mean in Hawaiian?,Business & Finance
How was your hoildays. Like: In Novmber: Thanksgiving. In Decamber: Chrismas and others!!!?,Business & Finance
can i fire 44 cal ammo in a rifle designed to fire 444 ammo?,Sports
are the pistons gone win the championship  this season?,Sports
How to keep computer from restarting when playing a game.?,Computers & Internet
"Why is it that if you talk to God it's called praying, but as soon as he talks back it's called schizophrenia?",Society & Culture
should I buy or rent a house in california?,Business & Finance
where is my Email ( zmmaali@yahoo.com) if available so would you please inhansed again?,Business & Finance
What is the largest bubble gum bubble blown?,Education & Reference
What was Woorow Wilson's reson for the cause of WWI?,Politics & Government
USPS Lost my package?,Business & Finance
Why can't women wipe off a toilet seat if they know they are the one that soiled it?,Society & Culture
do you know a name of a male haitian mathematician?,Science & Mathematics
Have you encountered a ghost?,Business & Finance
what is a baby seal called?,Science & Mathematics
what is the most emerging market for growth in the next few years ?,Business & Finance
Do you think there is other life in other universes?,Science & Mathematics
"Is the Death Penalty a good ""thing"" or a bad ""thing""?",Politics & Government
"is there a ""traditional"" 30 year anniversary celebration or present?",Family & Relationships
When was the Parthenon built and why?,Education & Reference
Who wrote the book of Revelation in the Bible? What is the proof?,Society & Culture
why is USC going to lose the rose bowl ?,Sports
tu pac or notorious b.i.g.?,Entertainment & Music
how could you satisfy your girl friend?,Family & Relationships
My mpeg files do not burn on Sony 52X CD writer so is with others. It's a recent problem. Tell me tne cause.,Computers & Internet
what is graphical method?,Science & Mathematics
Does chapstick heal your lips or does it prevent them from becoming more chapped?,Health
"If you could be a teacher, what would you teach?",Business & Finance
Do you think George Bush Jr. has the credentials to be a CEO at one of our major corporations?,Politics & Government
why does a basketball bounce higher on gym floor then carpet and concrete?,Sports
where is handwritingwizard/com?,Education & Reference
what is existential reality?,Society & Culture
2+2=???????????????????,Science & Mathematics
Where can I find coca-cola car seat covers?,Business & Finance
Are there any lesser known ways to get an apartment at a resonable rent?,Business & Finance
what is escritos esparsos demolay?,Society & Culture
name a company that has developed 4D imaging?,Business & Finance
"Are satellite radio stations the same ""channels"" all across the country?",Entertainment & Music
Any good linux distro  ?,Computers & Internet
How many designers are supported by Visual Studio Team System Architect Edition?,Computers & Internet
Meta Tags?,Computers & Internet
What two teams will face-off in the Superbowl?,Sports
"How do I post an mp3 file to my blogger blog...step by step, please..?",Computers & Internet
does it turn guys on when chicks make out and stuff?? i'mean wats so0o sexy about tht?,Business & Finance
What is the best business idea you saw this year?,Business & Finance
Favourite Folk Songs?,Entertainment & Music
Do you tip your hairdresser if she owns the salon?,Business & Finance
What is a Fibonacci number?,Education & Reference
why do men have nipples?,Health
Why are girls so mean to each other?,Business & Finance
please tell me how can i know the ecommic situation in your country. what is the income of everage people.?,Business & Finance
Why is Portuguese from Portugal and Brazil spoken differently?,Society & Culture
How can I get a working visa of the USA?,Business & Finance
Could we all become separate species..?,Science & Mathematics
how did elbert f. cox influenec the african america community?,Science & Mathematics
How do i get into a good high school with average grades?,Education & Reference
OK i need to know how pH affects rust? plz i need this for my science project?,Science & Mathematics
Who copyrighted the copyright symbol?,Business & Finance
My x-boyfriend and i were going out for 2 months on and off. should we get back together if he almost cheated?,Family & Relationships
"what type of firewood provides the most heat per cord:Ash,White pine,Spruce or Yellow birch??",Education & Reference
who is the oldest person to live?,Science & Mathematics
who created the universe?,Science & Mathematics
"What are you going to do with your ""bonus second"" of 2005?",Business & Finance
what is the laplace transform of x-5y ?,Science & Mathematics
if you are on a golf course and a car is on top of your ball what do you do?,Sports
Ivy League -- which is worse?,Education & Reference
why are jeans called a pair of jeans? when in reality it is only a single item?,Business & Finance
how the zip codes are allocated to difference cities in USA?,Politics & Government
presidents under the articles of confederation?,Education & Reference
"What happened to Adam Guier after he starred in the movie, ""The Pistol: the Making of A Legend""?",Entertainment & Music
Why are wedding rings worn on the left hand?,Education & Reference
"Can you spend all of your emotions like you can ""spend all of your cash?""?",Science & Mathematics
"The signers of the constitution painting in independence hall, whose face is never seen??",Politics & Government
whats the matter with people against Bush?,Politics & Government
how can I contact yahoo admin?,Computers & Internet
who likes zoe girl?,Business & Finance
Is 61 is too late to get employment in INDIA?,Society & Culture
what is your role on the team?,Sports
why are they so many haters?,Business & Finance
what is the meaning of life?,Society & Culture
Can lung cancer spread to the breast?,Health
Who were the committee of five made to draft the Declarance of Independace?,Politics & Government
Can you please help me pass my psychology test?,Science & Mathematics
"I believe a virus stopped my sound from working, speakers are fine, anybody know how to fix?",Computers & Internet
CAN A PERSON BE CHARGE FOR A FALSE SIGNATURE ON A MORTAGAGE WHEN SIGNING AS WIFE-WHEN ITS NOT SO IN TX?,Politics & Government
who were the prominent jews in colonial america?,Politics & Government
how do i run my own web hosting service?,Computers & Internet
"Im a bisexual,how can I change myself?",Society & Culture
how do i keep my new boy friend happy?,Family & Relationships
How can I find the fan film called Lobo Paramilitary Christmas Special to download online?,Entertainment & Music
"Are euphemisms useful in language, or do they only cloud the true meaning?",Education & Reference
I need to find a map of property but i dont know the exact address. i only need the woods around it.?,Business & Finance
how to erase all the words I've been searched from the yahoo search?,Computers & Internet
what makes your boobs grow at age 28?,Health
what is the website for the exercise called the core with gunner?,Health
is it lucky to have my birthday the day b 4 xmas?,Business & Finance
What does the scar on Tina Fey's face come from?,Entertainment & Music
how do you simplify fractions?,Education & Reference
why is yawning contagious?,Science & Mathematics
"I am curious how to use the super webcam mode, sometimes I get it and other times I just cannot, what is up?",Computers & Internet
Why do referees wear #'s like 100 and sometimes above?,Sports
"am i the only Gorillaz fan that cannot stop laughing when i wach the ""Rock The House"" video???",Entertainment & Music
WHICH WRESTLING FEDERATION IN MEXICO IS BETTER: AAA OR CMLL?,Sports
how do you feel about the new years?,Society & Culture
"what is your x-mas wish? it could be an i-pod, or it could be that u wish the war was over.?",Business & Finance
How do the people at Camel count the Camel Cash you send in for prizes?,Business & Finance
why do people with relatively low cholesterol get blocked arteries and have heart attacks?,Health
Is staging a house to sell help?,Business & Finance
I lost my product code for windows Me. Where can I find another?,Computers & Internet
How to get admission in MIT for Masters in Computer Science?,Computers & Internet
Error when installing Mambo portal :: SQL=Specified key was too long; max key length is 1000 bytes:?,Computers & Internet
how to convert longitude and latitude into distance?,Science & Mathematics
wheredoihuntinvirginia?andisthereasysteminplacetobringprivatelandownersandhunterstogether?,Sports
Should you see SAW before you see SAW2?,Entertainment & Music
how do you type the pound symbol?,Business & Finance
what do u know about Islam?,Business & Finance
what kinda girls do guys want to be their like?,Family & Relationships
why did yahoo close my 4 year old ID for no reason and with no warning?,Business & Finance
How can i Add signature in Rediffmail?,Computers & Internet
I want to know if theres anyone going through a similiar health problem?,Health
Does anybody want to give me a job as a research assistant? I have a psychology major and live in Sydney.?,Business & Finance
Yahoo or Google?,Computers & Internet
"in the state of new jersey, what crime is 2c:14-2*2 sexual assault/2.?",Politics & Government
will bush be remembered as a hero or an 8 year lapse in good judgement?,Politics & Government
"Who was the first president to have his picture taken, not painted, taken with a camera?",Politics & Government
are there any websites i can chat with woman about their panties?,Business & Finance
How far can a duck walk into the woods?,Education & Reference
"Why is it said, that a Cat Has Nine Lives?",Education & Reference
Why is the oldest child the most neglected?,Business & Finance
Does any one know when The Chronicles of Narnia is coming out on DVD?,Entertainment & Music
how often each day do women think about sex?,Health
who else thinks bill o'reilly is just plain wrong?,Politics & Government
Is it possible to fight a cold at the first symptoms? how?,Health
"Is anyone remembers this old movie ""Escape from surbibo"" I mis spell it. can i get correct spelling for it pls",Entertainment & Music
Why is it that some people are JERKS all year then when Christmas come around the start acting real nice?,Society & Culture
"How does ""The Butterfy Effect"" really end? (Warning: spoilers)?",Entertainment & Music
whats lewis dot structure for iron?,Science & Mathematics
How do you stand regarding the Bush administration?,Politics & Government
From a tax perspective is it better to buy a prius now or in 2006?,Business & Finance
What are some ways a 13 year old boy can make alot of money?,Business & Finance
Name and explain ways humans made in “image and likeness of God.”?,Education & Reference
what's the scariest weather situation you've experienced?,Science & Mathematics
which city is consider to be centre of earth?,Business & Finance
I have a girlfriend and she doesn't pay for anything evertime we go get food she doesn't pay wut should i do?,Family & Relationships
Is it possible that humans could be used as batteries like in The Matrix? and how?,Science & Mathematics
why does firefox not load certain sites?,Computers & Internet
where can i find free marriage records for the last 5 years?,Family & Relationships
"Has the Invasion of Iraq increased decreased the ""suspected"" hatred ""Arabs"" have for Americans??",Politics & Government
"What is the cheapest nVidia video card I can get that supports 1920x1200 over DVI for a 24"" Monitor?",Computers & Internet
How do a fish's gills extract oxygen?,Science & Mathematics
"how do I get rid of a ""rootkit"" on my computer? and... only if simple. Thanx?",Computers & Internet
What are some rules for secret santa?,Business & Finance
can you go back in time and kill yourself?,Business & Finance
Is it better to give or to receive?,Business & Finance
Where can I get music for Myspace in the background?,Computers & Internet
How can I find out the year on a early 20th century break action fulton arms shotgun?,Sports
do u want to be famoust and why?,Business & Finance
Have you ever gone out with a guy who was a Challenge?,Family & Relationships
do u think chelse will won the eurpian champion cup????,Sports
Is Math really invented?,Science & Mathematics
Strange Rebooting Problem with my PC?,Computers & Internet
What are the amendments? (Bill of Rights)?,Education & Reference
is it true that asians have small penis'?,Science & Mathematics
is there a cd w/Kenny Rogers and Lionel Richie for sale?,Entertainment & Music
HOW IMPRTANT IS PHYSICAL CHEMISTRY WHEN FIRST MEETING?,Family & Relationships
Why does Paul Wall have a blangin grill?,Health
I have symptoms of MS My DR says I have a nerve disease. My nureo says I am depressed. Why wont he believe me?,Health
What are the steps of inputing data into SPSS?,Education & Reference
Which users have the most points?,Business & Finance
removing a dell cd-rw?,Computers & Internet
how to remove the unwanted kissmarks fast?,Education & Reference
What is your stance on inter-racial relationships?,Family & Relationships
where can i get an xbox 360 for free?,Business & Finance
What time is the Gerogia and West Virginia football game?,Sports
What is Nanotechnology & what is its scope?,Science & Mathematics
"Who Spoke this Quote: ""one is most welcome when one is not there.""?",Society & Culture
What is the wooden object you hit with a gavel?,Education & Reference
what happen to scrubs on tv?,Entertainment & Music
Can high blood pressure cause sexual dysfunction in men?,Health
How does the saying really go?  'play it by YEAR' or 'play it by EAR' ... are they both acceptable?,Business & Finance
what is the french word for wales?,Education & Reference
what is the difference between darvocet and wygesic?,Business & Finance
Where is there a heat of formation chart that includes Barium compounds and NH3?,Science & Mathematics
What can I do with a 4 year degree in Social Work? What can I do with a 4 year degree in education besides tea,Education & Reference
Who likes country music? I'm a fan!?,Entertainment & Music
What is the White Cane Law?,Education & Reference
how many boyfriend did you have and how was the first relationship?,Family & Relationships
how do I view a profile of an email contact?,Business & Finance
"should i be a neurosurgeon, criminal lawyer, or prosecutor?",Education & Reference
What is the best conspiracy website out there?,Business & Finance
Where can I find places to download music videos for free?,Computers & Internet
What was the relationship between the Indians and the Ravens?,Business & Finance
How many steps on the Great Pyramid in Eygpt?,Business & Finance
i want to know about the hardware components on a PC.and the purpose of different ports in a system????,Computers & Internet
"Women and tattoos, yes or no?",Business & Finance
what are the best resources to learn Spanish?,Society & Culture
how do i learn flash mx?,Computers & Internet
how could cal ripken jr play 163 games in1996 for the orials?,Sports
what tips for a good health?,Health
What is the reason of dissapearence of objects in barmunda tri-angle ?,Science & Mathematics
I just updated my computer to windows XP pro. and i dont have no sound only a be but no sount how can i fix it,Computers & Internet
how do you download music to your i-pod?,Entertainment & Music
"what court has jurisdiction over family law matters in Nueces County, Texas?",Politics & Government
Can I run Knoppix Linux without a HDD?,Computers & Internet
who started telling people about  santa?,Business & Finance
what is 2+2?,Education & Reference
"I'm not racist but why do black people say ""aks"" instead of ""ask"" ?",Society & Culture
What are the lyrics to the Garfield and Friends theme song?,Entertainment & Music
"I need a creative gift for my wife, something I can make not buy?",Family & Relationships
please solve it for me:  5x+9y=18?,Science & Mathematics
how do i get a persons profile?,Business & Finance
is my myspace cool... www.myspace.com/heatherherrera?,Business & Finance
What is the simple/short script to send email from windows OS?,Computers & Internet
How many three stooges were there?,Business & Finance
Masters Degree??,Education & Reference
"in a five gallon bucket full of quarters,how much money in dollars$$$?",Science & Mathematics
Explain the phrase the mobilization of minorities with what group decribe tactics and goals using example?,Business & Finance
Which baseball team do you consider is the best and why?,Sports
How do you create GIF pictures from videos?,Computers & Internet
Is Bill Gates the richest person in history after adjusting for inflation?,Business & Finance
Do you believe in the death penalty?,Politics & Government
IS IT SNOWSIN YOUR CITY AT THE MOMENT?,Business & Finance
at what psi does water boil?,Science & Mathematics
How can I get a copy of a certain Days of Our Lives episode? The one of Brady and Chloe singing in the gazebo.,Business & Finance
"How do you find out if, someone deceased, was in the military?",Education & Reference
"If tarot cards, aura readings, and fortune tellers worked, why do people still die in car accidents and stuff?",Business & Finance
How do u veiw someone's profile???????,Business & Finance
whats make palestenian and israelian alwais fiting and why the wourld not stoping isralian people kiling?,Politics & Government
What is Chaos Theory? Explain in your own words?,Science & Mathematics
what is the meaning of carole?,Business & Finance
Would you marry someone of a different nationality? (Plz sate if u r male or female)?,Society & Culture
who was the winning pitcher in the 1990 Carolina League Baseball Championship Game 5?,Sports
is qa.yahoo.com going to become the new wikipedia?,Computers & Internet
"Where does the phrase ""The Whole 9 Yards come from"">?",Society & Culture
Would you like to fill in the blanks below with a word that has the same meanings as the words on either side?,Entertainment & Music
What are the stages to a long distance relationship?,Family & Relationships
Do you think to the Pats will make it to the superbowl and win?,Sports
Is it possible to explain logic to someone?,Education & Reference
Why is the prevalence of autism increasing so fast and why are there so many hucksters preying on parents?,Education & Reference
why are celebrities lives so facinating?,Entertainment & Music
is uni of phoenix degrees x credited by other us uni's?,Education & Reference
how can i move an image that i have scanned from the file in my computer to an email?,Computers & Internet
How cold does it it get in the artic cirlce?,Science & Mathematics
What is the real purpose/benefit of the US to issue green cards for thousands foreigners annually?,Politics & Government
What are u crazy about nowadays?,Business & Finance
can anyone give me a brief biography of any god or goddess?,Education & Reference
What do 15 year old girls want for Xmas?,Business & Finance
"Where did Barney Rubble work?  (It's not at the quarry with Fred, since he dropped him off on the way to work)",Entertainment & Music
why is there so much pain in the world?,Business & Finance
How much did Yahoo pay for del.icio.us?,Business & Finance
What is the deepest trough in the world?,Science & Mathematics
What is the longest word (in any language) and what it means (if not english)?,Society & Culture
Should I buy an AMD 3700+ or wait till the price of dual core processors goes down?,Computers & Internet
"My close friend hates my BF, and she told me that I was leaving her alone?",Family & Relationships
"What is misdemeanor 209-m-7 in Buffalo, NY?",Politics & Government
What are the names of the 25 stars that make up the constellation pisces?,Science & Mathematics
Bodybuilding?,Health
i have a problem on deciding my lunch?,Business & Finance
can postfix mailserver use active directory autentification?,Computers & Internet
What is the difference between Scheme and LISP?,Computers & Internet
y do people get addicted to drugs.. after having it just for once?,Business & Finance
should sourav ganguly included in the indian team?,Sports
Do lawyers violate their code of ethics by dating clients?,Politics & Government
what is the only bird with a penis?,Business & Finance
Which kennedy died in a skiing accedent?,Politics & Government
where can i can find creation myths of every country? on what site? pls help?,Education & Reference
What is the difference between sleet and hail?,Science & Mathematics
What are some benefits & advantages to small business' by accepting credit cards?,Business & Finance
Are there any mountains in England?,Science & Mathematics
"what does eating lots of food, exercising, and drinking slim fast do to you?",Health
Have you been contacted by an extraterrestrial?,Science & Mathematics
who were the friends of Susan B. Anthony or inspiration?,Education & Reference
I need anybody to assist me on how to get  money/funds.?,Education & Reference
who is the carver on nip tuck? I fell asleep and missed the ending?,Entertainment & Music
Where is singer-songwriter Elliott Smith buried?,Entertainment & Music
What does 'beta' mean after Yahoo Answers?,Business & Finance
"My question got removed but I still want to know, can I have my cake and eat it to?",Business & Finance
Should I give my phone number to a woman or ask for hers?,Family & Relationships
How many server does Google Have?,Computers & Internet
When did the Apostle Paul write his new testament works. Was it during the Messiah's lifetime or after.?,Business & Finance
how do ya'll feel about the GOD we serve in HEAVEN!!!!?,Business & Finance
"What makes a security a good buy from a ""value"" investor's point of view?",Business & Finance
who do the Red Sox open their 2006 season against?,Sports
Is there a way to subscribe to Sirius to catch Howard's show around the world online?,Entertainment & Music
how many people like pressident bush?,Politics & Government
Treatment of Idiopathic Senile Peripheral Neuropathy (burning sensations of Feet)?,Science & Mathematics
what is meant by gametogenesis?,Science & Mathematics
"How long does a va claim take to process, on average now?",Health
what are the present world team rankings for one-day cricket?,Sports
Will the Indian Cricket Team Win the 2007 World Cup in West Indies ?,Sports
Which bank offers the Best Interest rate for a Savings account?,Business & Finance
what countries celebrate what on this day?,Society & Culture
"did harry truman have a plaque that said ""the buck stops here""?",Politics & Government
how do i store heirloom dishes (i.e china crystal etc.)?,Business & Finance
"What does ""Web 2.0"" mean?",Computers & Internet
why is 13 considered unlucky?,Society & Culture
does anyone know who the american cartoonist is that the traditional image of santa claus was contributed to??,Business & Finance
top 10 finance school?,Education & Reference
Why North American Cars and other products have such a low quality?,Business & Finance
The combination of histones and DNA forms a nuceoprotein called _______?,Business & Finance
"With one year left on my lease for my retail store, when should I begin to re-negotiate for a new one?",Business & Finance
I received email from Administrator@yahoo.com that they will suspend my account. I do not understand why.?,Computers & Internet
where is osama bin laden at?,Politics & Government
how do i get over being afraid of girls when having depression?,Health
from where should i get daily energy to acomplish my goals?,Business & Finance
How to solve Magic Cube ?,Science & Mathematics
Guide to research about clustering for UNIX?,Computers & Internet
what is pi?,Science & Mathematics
How to find whether my girl is virgin or not???,Family & Relationships
is there is a site like yahoo answers give us money for answering user questions?,Computers & Internet
Tried to send emails to IDRC and FAO but failed.Is it possible to communicate via free emails.?,Science & Mathematics
How can I contact the Sprint Fraud Management department. It seems as thought there is no way to contact them?,Business & Finance
"Do you have any tattoos?  If so, who many and where?",Business & Finance
How much does my former employer pay for unemployment benefits in California?  Does it come out of her pocket?,Business & Finance
How do you prove the existence of God using acceptable scientific methods?,Science & Mathematics
"evolution vs creation- if we can be taught about Darwin's idea of life in school, why not Moses'?",Politics & Government
how old is yahoo .com?,Business & Finance
how can I dub vhs tapes that are copy protected?,Entertainment & Music
Is it better to leave the heat on at the same temp or lower it at night/when you are out?,Business & Finance
"hey,is it true that one day new york will be destroyed by a big tsunami?",Science & Mathematics
who like the show family guy?,Entertainment & Music
What is a blog?,Computers & Internet
"in reference to the saying ""what goes up must come down""; as the universe expands must'nt it also collapse?",Science & Mathematics
how can I find out who manufactures and distributes  a product?,Business & Finance
what causes a newborn to get red spots that look like pimples on his/her face?,Health
Why do we get dandruff?,Health
Do you regret not listening to your parents advice on something as a teen?  has it effected yor adult life?,Society & Culture
I'm a writer and I need ideas for my story. I want you to help me decide. It has to be a fantasy; need ideas!,Business & Finance
which type of chemical matter n reactions r discuss under organic chemistry?,Science & Mathematics
why do u answer these q's?,Politics & Government
"What happened to ABCs show ""Invasion"", is it over and done?",Entertainment & Music
explain what features of afranchise reduc the risk of business failure?,Education & Reference
What are key difference between Movable Type and Wordpress blogging platforms? Which should I choose?,Computers & Internet
please help!  i accidentally spilled popcorn butter on my leather hospital shoe...?,Business & Finance
